date,time,sport,teams,comp,channel
15 Jun,6:20PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,mlb-tv
15 Jun,6:35PM,Baseball,Texas Rangers - Chicago White Sox,MLB,mlb-tv
15 Jun,8:10PM,Baseball,Seattle Mariners - Cleveland Guardians,MLB,mlb-tv
15 Jun,8:10PM,Baseball,Arizona Diamondbacks - San Diego Padres,MLB,mlb-tv
15 Jun,11:10PM,Baseball,Los Angeles Dodgers - San Francisco Giants,MLB,mlb-tv
16 Jun,10:40PM,Baseball,Miami Marlins - Philadelphia Phillies,MLB,mlb-tv
16 Jun,10:45PM,Baseball,Washington Nationals - Colorado Rockies,MLB,mlb-tv
16 Jun,11:05PM,Baseball,New York Yankees - Los Angeles Angels,MLB,mlb-tv
16 Jun,11:35PM,Baseball,Tampa Bay Rays - Baltimore Orioles,MLB,mlb-tv
17 Jun,1:40AM,Baseball,Seattle Mariners - Boston Red Sox,MLB,mlb-tv
25 Jun,11:30PM,Football,CF Montréal - Cincinnati,MLS,mls-live
25 Jun,11:30PM,Football,Columbus Crew - Atlanta United,MLS,mls-live
25 Jun,11:30PM,Football,New England Revolution - Nashville SC,MLS,mls-live
25 Jun,11:30PM,Football,Toronto FC - New York Red Bulls,MLS,mls-live
26 Jun,12:30AM,Football,Sporting Kansas City - Charlotte,MLS,mls-live
26 Jun,12:30AM,Football,St. Louis City - Orlando City,MLS,mls-live
26 Jun,12:30AM,Football,Chicago Fire - Philadelphia Union,MLS,mls-live
26 Jun,12:30AM,Football,FC Dallas - San Jose Earthquakes,MLS,mls-live
26 Jun,12:30AM,Football,Minnesota - Houston Dynamo,MLS,mls-live
26 Jun,1:30AM,Football,Colorado Rapids - Los Angeles Galaxy,MLS,mls-live
26 Jun,1:30AM,Football,Real Salt Lake - Los Angeles FC,MLS,mls-live
26 Jun,2:30AM,Football,Vancouver Whitecaps - San Diego FC,MLS,mls-live
28 Jun,11:30PM,Football,DC United - Nashville SC,MLS,mls-live
28 Jun,11:30PM,Football,Inter Miami CF - Atlanta United,MLS,mls-live
28 Jun,11:30PM,Football,New England Revolution - Colorado Rapids,MLS,mls-live
28 Jun,11:30PM,Football,CF Montréal - New York City FC,MLS,mls-live
28 Jun,11:30PM,Football,New York Red Bulls - Minnesota,MLS,mls-live
28 Jun,11:30PM,Football,Orlando City - Cincinnati,MLS,mls-live
28 Jun,11:30PM,Football,Toronto FC - Portland Timbers,MLS,mls-live
29 Jun,12:30AM,Football,Chicago Fire - Charlotte,MLS,mls-live
15 Jun,12:00PM,Tennis,Alexander Zverev - Taylor Harry Fritz,ATP Stuttgart,vamos
15 Jun,9:00PM,Golf, World Feed. Jornada 4. Parte 2,U.S. Open Championship (T2025),vamos
16 Jun,12:00AM,Motorsport, Gran Prix of Illinois,Indycar (T2025),vamos
16 Jun,9:30AM,Tennis, TBC,Torneo de Halle (T2025),vamos
16 Jun,7:15PM,Basketball, Semifinales Evento 4,Liga Endesa (T24/25),vamos
17 Jun,11:00AM,Tennis, TBC,Torneo de Londres (T2025),vamos
17 Jun,2:00PM,Tennis, TBC,Torneo de Halle (T2025),vamos
15 Jun,3:00PM,Basketball,Unicaja - Real Madrid,ACB,movistar-deportes
16 Jun,9:30AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
16 Jun,11:30AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
16 Jun,1:30PM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
16 Jun,7:15PM,Basketball, Semifinales Evento 4,Liga Endesa (T24/25),movistar-deportes
17 Jun,12:30AM,Basketball,Oklahoma City Thunder - Indiana Pacers,NBA,movistar-deportes
17 Jun,9:35AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
17 Jun,11:30AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
17 Jun,1:30PM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
18 Jun,9:35AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
18 Jun,11:30AM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
18 Jun,1:30PM,Tennis, TBC,Torneo de Halle (T2025),movistar-deportes
15 Jun,12:00PM,Tennis,Alexander Zverev - Taylor Harry Fritz,ATP Stuttgart,movistar-deportes-2
15 Jun,4:00PM,Athletics, Estocolmo,Diamond League (T2025),movistar-deportes-2
16 Jun,11:05AM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
16 Jun,1:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
16 Jun,3:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
16 Jun,5:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
17 Jun,11:05AM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
17 Jun,1:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
17 Jun,3:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
17 Jun,5:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
18 Jun,11:05AM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
18 Jun,1:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
18 Jun,3:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
18 Jun,5:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
19 Jun,11:05AM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
19 Jun,1:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
19 Jun,3:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
19 Jun,5:00PM,Tennis, TBC,Torneo de Londres (T2025),movistar-deportes-2
15 Jun,2:50PM,Motorsport,Grand Prix du Canada,Grand Prix du Canada,multisports-1
20 Jun,6:55AM,Motorsport,Essais libres 1 des Moto 3,Grand Prix d'Italie,multisports-1
20 Jun,7:45AM,Motorsport,Essais libres 1 des Moto 2,Grand Prix d'Italie,multisports-1
20 Jun,8:35AM,Motorsport,Essais libres 1 des Moto GP,Grand Prix d'Italie,multisports-1
20 Jun,11:10AM,Motorsport,Essais des Moto 3,Grand Prix d'Italie,multisports-1
20 Jun,12:00PM,Motorsport,Essais des Moto 2,Grand Prix d'Italie,multisports-1
20 Jun,12:50PM,Motorsport,Essais des Moto GP,Grand Prix d'Italie,multisports-1
20 Jun,7:05PM,Rugby Union,Rugby Top 14 2024-2025,TOP 14,multisports-1
21 Jun,6:35AM,Motorsport,Essais libres 2 des Moto 3,Grand Prix d'Italie,multisports-1
21 Jun,7:20AM,Motorsport,Essais libres 2 des Moto 2,Grand Prix d'Italie,multisports-1
21 Jun,8:00AM,Motorsport,Essais libres 2 des Moto GP,Grand Prix d'Italie,multisports-1
21 Jun,8:45AM,Motorsport,Essais qualificatifs 1 et 2 des Moto GP,Grand Prix d'Italie,multisports-1
21 Jun,10:45AM,Motorsport,Essais qualificatifs 1 et 2 des Moto 3,Grand Prix d'Italie,multisports-1
21 Jun,11:40AM,Motorsport,Essais qualificatifs 1 et 2 des Moto 2,Grand Prix d'Italie,multisports-1
21 Jun,12:55PM,Motorsport,Sprint des Moto GP,Grand Prix d'Italie,multisports-1
21 Jun,7:05PM,Rugby Union,Rugby Top 14 2024-2025,TOP 14,multisports-1
22 Jun,8:55AM,Motorsport,La course des Moto 3,Grand Prix d'Italie,multisports-1
22 Jun,10:12AM,Motorsport,La course des Moto 2,Grand Prix d'Italie,multisports-1
22 Jun,11:57AM,Motorsport,La course des Moto GP,Grand Prix d'Italie,multisports-1
17 Jun,12:30AM,Basketball,Oklahoma City Thunder - Indiana Pacers,NBA,nba-league-pass
20 Jun,12:30AM,Basketball,Indiana Pacers - Oklahoma City Thunder,NBA,nba-league-pass
17 Jun,11:00PM,Basketball,Indiana Fever W - Connecticut Sun W,WNBA,us-nba-tv
18 Jun,2:00AM,Basketball,Los Angeles Sparks W - Seattle Storm W,WNBA,us-nba-tv
17 Jun,11:00PM,Basketball,Indiana Fever W - Connecticut Sun W,WNBA,nba-tv
18 Jun,2:00AM,Basketball,Los Angeles Sparks W - Seattle Storm W,WNBA,nba-tv
17 Jun,11:00PM,Basketball,Indiana Fever W - Connecticut Sun W,WNBA,nba-tv-pt
18 Jun,2:00AM,Basketball,Los Angeles Sparks W - Seattle Storm W,WNBA,nba-tv-pt
15 Jun,4:00PM,Golf,2025 U.S. Open Golf Championship,Final Round,nbc
15 Jun,6:00PM,Baseball,Kansas City Royals - Oakland Athletics,MLB,nbcs-california
17 Jun,2:00AM,Baseball,Oakland Athletics - Houston Astros,MLB,nbcs-california
18 Jun,2:00AM,Baseball,Oakland Athletics - Houston Astros,MLB,nbcs-california
19 Jun,2:00AM,Baseball,Oakland Athletics - Houston Astros,MLB,nbcs-california
20 Jun,2:00AM,Baseball,Oakland Athletics - Houston Astros,MLB,nbcs-california
21 Jun,2:00AM,Baseball,Oakland Athletics - Cleveland Guardians,MLB,nbcs-california
15 Jun,5:30PM,Baseball,Boston Red Sox - New York Yankees,MLB,nesn
15 Jun,10:00PM,Football,Portland Hearts of Pine - Union Omaha,USL League One,nesn
17 Jun,1:30AM,Baseball,Seattle Mariners - Boston Red Sox,MLB,nesn
18 Jun,1:30AM,Baseball,Seattle Mariners - Boston Red Sox,MLB,nesn
18 Jun,8:00PM,Baseball,Seattle Mariners - Boston Red Sox,MLB,nesn
19 Jun,1:30AM,Baseball,Athletes Unlimited Softball League,Blaze vs. Volts,nesn
20 Jun,10:00AM,Netball,West Coast Fever W - Adelaide Thunderbirds W,Suncorp Super Netball,netball-live
21 Jun,7:00AM,Netball,Sunshine Coast Lightning W - Melbourne Vixens W,Suncorp Super Netball,netball-live
22 Jun,4:00AM,Netball,New South Wales Swifts W - GWS Giants W,Suncorp Super Netball,netball-live
22 Jun,6:00AM,Netball,Queensland Firebirds W - Melbourne Maverick W,Suncorp Super Netball,netball-live
28 Jun,7:00AM,Netball,Sunshine Coast Lightning W - West Coast Fever W,Suncorp Super Netball,netball-live
28 Jun,9:00AM,Netball,Melbourne Maverick W - New South Wales Swifts W,Suncorp Super Netball,netball-live
29 Jun,4:00AM,Netball,Melbourne Vixens W - Adelaide Thunderbirds W,Suncorp Super Netball,netball-live
29 Jun,6:00AM,Netball,Queensland Firebirds W - GWS Giants W,Suncorp Super Netball,netball-live
5 Jul,7:00AM,Netball,New South Wales Swifts W - Sunshine Coast Lightning W,Suncorp Super Netball,netball-live
5 Jul,9:00AM,Netball,Adelaide Thunderbirds W - Melbourne Maverick W,Suncorp Super Netball,netball-live
6 Jul,4:00AM,Netball,Melbourne Vixens W - Queensland Firebirds W,Suncorp Super Netball,netball-live
6 Jul,6:00AM,Netball,West Coast Fever W - GWS Giants W,Suncorp Super Netball,netball-live
12 Jul,7:00AM,Netball,GWS Giants W - Melbourne Maverick W,Suncorp Super Netball,netball-live
12 Jul,9:00AM,Netball,Adelaide Thunderbirds W - Sunshine Coast Lightning W,Suncorp Super Netball,netball-live
13 Jul,4:00AM,Netball,Queensland Firebirds W - New South Wales Swifts W,Suncorp Super Netball,netball-live
13 Jul,6:00AM,Netball,West Coast Fever W - Melbourne Vixens W,Suncorp Super Netball,netball-live
18 Jun,12:00AM,Ice Hockey,Florida Panthers - Edmonton Oilers,NHL,nova-sport-1
20 Jun,6:55PM,Rugby Union,British&Irish Lions - Argentina,Lions Tour,nova-sport-1
21 Jun,12:00AM,Ice Hockey,Edmonton Oilers - Florida Panthers,"Přímý přenos 7. utkání finálové série play-off NHL (v přest.: Sportovní noviny, NHL News), Živě",nova-sport-1
15 Jun,11:00AM,Darts,Northern Ireland - Ireland,PDC World Cup of Darts,nova-sport-2
15 Jun,12:10PM,Darts,Germany - Australia,PDC World Cup of Darts,nova-sport-2
15 Jun,1:10PM,Darts,Wales - Hong Kong,PDC World Cup of Darts,nova-sport-2
15 Jun,2:10PM,Darts,Netherlands - Czech Republic,PDC World Cup of Darts,nova-sport-2
15 Jun,5:00PM,Darts,World Cup of Darts 2025,"Přímý přenos semifinále a finále turnaje v šipkách (Frankfurt, Německo), Živě",nova-sport-2
17 Jun,12:30AM,Basketball,Oklahoma City Thunder - Indiana Pacers,NBA,nova-sport-2
20 Jun,12:30AM,Basketball,Indiana Pacers - Oklahoma City Thunder,NBA,nova-sport-2
20 Jun,4:35PM,Equestrian,Global Champions League 2025 - Paříž,"Přímý přenos závodu světové série v parkurovém skákání družstev, Živě",nova-sport-2
20 Jun,9:30PM,MMA,PFL World Tournament (6/2025),"Přímý přenos semifinále americké ligy smíšených bojových umění , Živě",nova-sport-2
21 Jun,9:30PM,MMA,PFL World Tournament (6/2025),"Přímý přenos semifinále americké ligy smíšených bojových umění , Živě",nova-sport-2
15 Jun,3:50PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,nova-sport-3
18 Jun,3:50PM,Football,Manchester City - Wydad,FIFA Club World Cup 2025,nova-sport-3
18 Jun,9:50PM,Football,Pachuca - Salzburg,FIFA Club World Cup 2025,nova-sport-3
19 Jun,9:50PM,Football,CF Pachuca - FC Red Bull Salzburg,"Přímý přenos skupinové fáze Mistrovství světa ve fotbale klubů 2025 (USA), Živě",nova-sport-3
20 Jun,3:50PM,Football,Benfica - Auckland City,FIFA Club World Cup 2025,nova-sport-3
15 Jun,4:55PM,Football,Mirandes - Real Oviedo,LaLiga 1 2 3,nova-sport-4
21 Jun,6:55PM,Football,Real Oviedo - Mirandes,LaLiga 1 2 3,nova-sport-4
15 Jun,2:50PM,Motorsport,F1 Academy - Velká cena Kanady 2025 (3. závod),"Přímý přenos závodu ženského formulového šampionátu pod patronátem F1 v Montréalu, Živě",nova-sport-5
15 Jun,5:50PM,Motorsport,Formule 1 - Velká cena  Pirelli Kanady 2025,"Přímý přenos závodu Velké ceny Formule 1 (Circuit Gilles-Villeneuve, Kanada), Živě",nova-sport-5
20 Jun,9:05PM,Motorsport,NASCAR Craftsman Truck Series - MillerTech Battery 200,"Přímý přenos závodu NASCAR Craftsman Truck Series (Pennsylvanie, USA), Živě",nova-sport-5
21 Jun,9:05PM,Motorsport,NASCAR Craftsman Truck Series - MillerTech Battery 200,"Přímý přenos závodu NASCAR Craftsman Truck Series (Pennsylvanie, USA), Živě",nova-sport-5
15 Jun,8:45AM,Motorsport,WorldSBK - Pirelli Emilia-Romagna Round (Superpole Race),"Přímý přenos sprintového závodu MS superbiků (Misano World Circuit Marco Simoncelli, Itálie), Živě",nova-sport-6
15 Jun,10:20AM,Motorsport,WorldSSP - Pirelli Emilia-Romagna Round (2. závod),"Přímý přenos závodu MS supersportů (Misano World Circuit Marco Simoncelli, Itálie), Živě",nova-sport-6
15 Jun,11:35AM,Motorsport,WorldSBK - Pirelli Emilia-Romagna Round (2. závod),"Přímý přenos závodu MS superbiků (Misano World Circuit Marco Simoncelli, Itálie), Živě",nova-sport-6
15 Jun,1:00PM,Motorsport,WorldSSP 300 - Pirelli Emilia-Romagna Round (2. závod),"Přímý přenos závodu MS supersportů 300 (Misano World Circuit Marco Simoncelli, Itálie), Živě",nova-sport-6
15 Jun,7:05PM,Motorsport,NASCAR Cup Series Race at Mexico City,"Přímý přenos závodu NASCAR Cup Series (Mexico City, Mexiko), Živě",nova-sport-6
16 Jun,1:50AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,nova-sport-6
17 Jun,6:50PM,Football,River Plate - Urawa,FIFA Club World Cup 2025,nova-sport-6
19 Jun,6:50PM,Football,Inter Miami CF - FC Porto,FIFA Club World Cup 2025,nova-sport-6
20 Jun,7:00AM,Motorsport,Brembo Grand Prix of Italy (1. volný trénink Moto3),"Přímý přenos 1. volného tréninku třídy Moto3 na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
20 Jun,7:50AM,Motorsport,Brembo Grand Prix of Italy (1. volný trénink Moto2),"Přímý přenos 1. volného tréninku třídy Moto2 na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
20 Jun,8:45AM,Motorsport,Brembo Grand Prix of Italy (1. volný trénink MotoGP),"Přímý přenos 1. volného tréninku třídy MotoGP na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
20 Jun,11:15AM,Motorsport,Brembo Grand Prix of Italy (trénink Moto3),"Přímý přenos tréninku třídy Moto3 na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
20 Jun,12:05PM,Motorsport,Brembo Grand Prix of Italy (trénink Moto2),"Přímý přenos tréninku třídy Moto2 na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
20 Jun,1:00PM,Motorsport,Brembo Grand Prix of Italy (trénink MotoGP),"Přímý přenos tréninku třídy MotoGP na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
20 Jun,9:50PM,Football,Los Angeles FC - Esperance Tunis,FIFA Club World Cup 2025,nova-sport-6
21 Jun,6:40AM,Motorsport,Brembo Grand Prix of Italy (2. volný trénink Moto3),"Přímý přenos 2. volného tréninku třídy Moto3 na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
21 Jun,7:25AM,Motorsport,Brembo Grand Prix of Italy (2. volný trénink Moto2),"Přímý přenos 2. volného tréninku třídy Moto2 na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
21 Jun,8:10AM,Motorsport,Brembo Grand Prix of Italy (2. volný trénink MotoGP),"Přímý přenos 2. volného tréninku třídy MotoGP na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
21 Jun,8:50AM,Motorsport,Brembo Grand Prix of Italy (kvalifikace MotoGP),"Přímý přenos kvalifikace třídy MotoGP na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
21 Jun,10:50AM,Motorsport,Brembo Grand Prix of Italy (kvalifikace Moto3),"Přímý přenos kvalifikace třídy Moto3 na 9. závod MS silničních motocyklů (Autodromo Internazionale del Mugello, Itálie), Živě",nova-sport-6
5 Sep,6:45PM,Football,Faroe Islands - Croatia,World Cup Qualifiers - UEFA,nova-tv
8 Sep,6:45PM,Football,Croatia - Montenegro,World Cup Qualifiers - UEFA,nova-tv
9 Oct,6:45PM,Football,Czech Republic - Croatia,World Cup Qualifiers - UEFA,nova-tv
18 Jun,3:30PM,Basketball,Slovenia W - Lithuania W,Eurobasket Women,nova-sports-4
18 Jun,7:00PM,Basketball,Serbia W - Italy W,Eurobasket Women,nova-sports-4
19 Jun,3:30PM,Basketball,Lithuania W - Serbia W,Eurobasket Women,nova-sports-4
19 Jun,7:00PM,Basketball,Italy W - Slovenia W,Eurobasket Women,nova-sports-4
20 Jun,3:15PM,Basketball,Sweden W - Great Britain W,Eurobasket Women,nova-sports-4
20 Jun,6:00PM,Basketball,Spain W - Germany W,Eurobasket Women,nova-sports-4
15 Jun,5:00PM,Football,Mirandes - Real Oviedo,LaLiga 1 2 3,nova-sports-prime
19 Jun,3:30PM,Basketball,Czech Republic W - Montenegro W,Eurobasket Women,nova-sports-prime
19 Jun,6:15PM,Basketball,Belgium W - Portugal W,Eurobasket Women,nova-sports-prime
20 Jun,10:00AM,Tennis,WTA 250 2025,"Notigcham, Proimitelikoi. Me proeleysi tin Eyropi proς ta teli toy 19oy aiona kai paroysia stoyς Olympiakoyς Agoneς apo to 1896 eoς to 1924 kai apo to 1988 mechri simera, to teniς diagrafei exairetiki poreia, me ti dimotikotita toy na ayxanetai synechoς.",nova-sports-prime
20 Jun,2:00PM,Tennis,WTA 250 2025,"Notigcham, Proimitelikoi. Me proeleysi tin Eyropi proς ta teli toy 19oy aiona kai paroysia stoyς Olympiakoyς Agoneς apo to 1896 eoς to 1924 kai apo to 1988 mechri simera, to teniς diagrafei exairetiki poreia, me ti dimotikotita toy na ayxanetai synechoς.",nova-sports-prime
15 Jun,4:00PM,Athletics,Diamond League - Sweden,Diamond League,nrk-1
15 Jun,6:00PM,Athletics,Diamond League - Sweden,Diamond League,nrk-1
15 Jun,5:00PM,Athletics,Diamond League - Sweden,Diamond League,nrk-2
15 Jun,11:00AM,Golf, Hulencourt Women’s Open (4. den),LET,o2-tv-fotbal
15 Jun,3:30PM,Baseball,Detroit Tigers - Cincinnati Reds,MLB,o2-tv-fotbal
15 Jun,9:00PM,Motorsport, 81st Rally Poland 2025 - SS14 Gmina Mragowo 2 - PS,ERC,o2-tv-fotbal
17 Jun,5:00PM,Motorsport,Barum eRallye (4. závod - Řecko),Barum eRallye (4. závod - Řecko),o2-tv-fotbal
18 Jun,8:00PM,Baseball,Seattle Mariners - Boston Red Sox,MLB,o2-tv-fotbal
19 Jun,4:30PM,Baseball,Cincinnati Reds - Minnesota Twins,MLB,o2-tv-fotbal
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,okko-sport
15 Jun,7:00PM,Football,Paris Saint Germain - Atletico Madrid,FIFA Club World Cup 2025,okko-sport
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,okko-sport
16 Jun,2:00AM,Football,Botafogo RJ - Seattle Sounders,FIFA Club World Cup 2025,okko-sport
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,okko-sport
16 Jun,10:00PM,Football,Boca Juniors - Benfica,FIFA Club World Cup 2025,okko-sport
17 Jun,1:00AM,Football,Flamengo RJ - Esperance Tunis,FIFA Club World Cup 2025,okko-sport
17 Jun,4:00PM,Football,Fluminense - Dortmund,FIFA Club World Cup 2025,okko-sport
17 Jun,7:00PM,Football,River Plate - Urawa,FIFA Club World Cup 2025,okko-sport
17 Jun,10:00PM,Football,Ulsan Hyundai - Mamelodi Sundowns,FIFA Club World Cup 2025,okko-sport
18 Jun,1:00AM,Football,Monterrey - Inter,FIFA Club World Cup 2025,okko-sport
18 Jun,4:00PM,Football,Manchester City - Wydad,FIFA Club World Cup 2025,okko-sport
18 Jun,7:00PM,Football,Real Madrid - Al-Hilal,FIFA Club World Cup 2025,okko-sport
18 Jun,10:00PM,Football,Pachuca - Salzburg,FIFA Club World Cup 2025,okko-sport
19 Jun,1:00AM,Football,Al Ain - Juventus,FIFA Club World Cup 2025,okko-sport
19 Jun,4:00PM,Football,Palmeiras - Al Ahly,FIFA Club World Cup 2025,okko-sport
19 Jun,7:00PM,Football,Inter Miami CF - FC Porto,FIFA Club World Cup 2025,okko-sport
19 Jun,10:00PM,Football,Seattle Sounders - Atletico Madrid,FIFA Club World Cup 2025,okko-sport
20 Jun,1:00AM,Football,Paris Saint Germain - Botafogo RJ,FIFA Club World Cup 2025,okko-sport
15 Jun,2:00PM,Football,Vestri - KA Akureyri,Pepsideild,onefootball
15 Jun,3:00PM,Football,Portugal U19 W - Spain U19 W,Euro U19 Women,onefootball
15 Jun,4:00PM,Football,Vestmannaeyjar - Breidablik,Pepsideild,onefootball
15 Jun,5:00PM,Football,France U19 W - Sweden U19 W,Euro U19 Women,onefootball
15 Jun,7:15PM,Football,Afturelding - Akranes,Pepsideild,onefootball
15 Jun,7:15PM,Football,Fram - Hafnarfjordur,Pepsideild,onefootball
15 Jun,10:00PM,Football,USA - Trinidad & Tobago,Gold Cup,onefootball
16 Jun,12:15AM,Football,Haiti - Saudi Arabia,Gold Cup,onefootball
16 Jun,3:00AM,Football,Costa Rica - Suriname,Gold Cup,onefootball
16 Jun,7:15PM,Football,Vikingur Reykjavik - KR Reykjavik,Pepsideild,onefootball
17 Jun,3:00PM,Football,Metta/LU - BFC Daugavpils,SynotTip Virsliga,onefootball
17 Jun,4:00PM,Football,Tukums 2000 - Jelgava,SynotTip Virsliga,onefootball
17 Jun,5:00PM,Football,Super Nova - FK Liepaja,SynotTip Virsliga,onefootball
18 Jun,2:00PM,Football,Mariehamn - KuPS,Veikkausliiga,onefootball
18 Jun,2:00PM,Football,Ilves - SJK,Veikkausliiga,onefootball
18 Jun,3:00PM,Football,Grobina - Auda,SynotTip Virsliga,onefootball
18 Jun,5:00PM,Football,Riga FC - Rigas,SynotTip Virsliga,onefootball
18 Jun,6:00PM,Football,HJK - Haka,Veikkausliiga,onefootball
18 Jun,6:00PM,Football,VPS - Gnistan,Veikkausliiga,onefootball
18 Jun,6:00PM,Football,Jaro - AC Oulu,Veikkausliiga,onefootball
18 Jun,2:00PM,Football,Mariehamn - KuPS,Veikkausliiga,onefootball-brasil
18 Jun,2:00PM,Football,Ilves - SJK,Veikkausliiga,onefootball-brasil
18 Jun,6:00PM,Football,HJK - Haka,Veikkausliiga,onefootball-brasil
18 Jun,6:00PM,Football,VPS - Gnistan,Veikkausliiga,onefootball-brasil
18 Jun,6:00PM,Football,Jaro - AC Oulu,Veikkausliiga,onefootball-brasil
19 Jun,3:00PM,Football,Inter Turku - KTP,Veikkausliiga,onefootball-brasil
27 Jun,3:00PM,Football,Gnistan - Inter Turku,Veikkausliiga,onefootball-brasil
27 Jun,5:00PM,Football,KuPS - HJK,Veikkausliiga,onefootball-brasil
28 Jun,9:00AM,Football,SJK vs Mariehamn,Veikkausliga,onefootball-brasil
28 Jun,3:00PM,Football,Haka - Ilves,Veikkausliiga,onefootball-brasil
28 Jun,5:00PM,Football,FC KTP Kotka vs Jaro,Veikkausliga,onefootball-brasil
28 Jun,8:00PM,Football,AC Oulu - VPS,Veikkausliiga,onefootball-brasil
15 Jun,3:00PM,Football,Portugal U19 W - Spain U19 W,Euro U19 Women,onefootball-deutschland
15 Jun,5:00PM,Football,France U19 W - Sweden U19 W,Euro U19 Women,onefootball-deutschland
15 Jun,10:00PM,Football,USA - Trinidad & Tobago,Gold Cup,onefootball-deutschland
16 Jun,12:15AM,Football,Haiti - Saudi Arabia,Gold Cup,onefootball-deutschland
16 Jun,3:00AM,Football,Costa Rica - Suriname,Gold Cup,onefootball-deutschland
18 Jun,2:00PM,Football,Mariehamn - KuPS,Veikkausliiga,onefootball-deutschland
18 Jun,2:00PM,Football,Ilves - SJK,Veikkausliiga,onefootball-deutschland
18 Jun,6:00PM,Football,HJK - Haka,Veikkausliiga,onefootball-deutschland
18 Jun,6:00PM,Football,VPS - Gnistan,Veikkausliiga,onefootball-deutschland
18 Jun,6:00PM,Football,Jaro - AC Oulu,Veikkausliiga,onefootball-deutschland
19 Jun,3:00PM,Football,Inter Turku - KTP,Veikkausliiga,onefootball-deutschland
27 Jun,3:00PM,Football,Gnistan - Inter Turku,Veikkausliiga,onefootball-deutschland
27 Jun,5:00PM,Football,KuPS - HJK,Veikkausliiga,onefootball-deutschland
28 Jun,9:00AM,Football,SJK vs Mariehamn,Veikkausliga,onefootball-deutschland
28 Jun,3:00PM,Football,Haka - Ilves,Veikkausliiga,onefootball-deutschland
28 Jun,5:00PM,Football,FC KTP Kotka vs Jaro,Veikkausliga,onefootball-deutschland
28 Jun,8:00PM,Football,AC Oulu - VPS,Veikkausliiga,onefootball-deutschland
1 Jul,12:00AM,Football,Mexiko vs Ecuador,Copa America,onefootball-deutschland
18 Jun,2:00PM,Football,Mariehamn - KuPS,Veikkausliiga,onefootball-france
18 Jun,2:00PM,Football,Ilves - SJK,Veikkausliiga,onefootball-france
18 Jun,6:00PM,Football,HJK - Haka,Veikkausliiga,onefootball-france
18 Jun,6:00PM,Football,VPS - Gnistan,Veikkausliiga,onefootball-france
18 Jun,6:00PM,Football,Jaro - AC Oulu,Veikkausliiga,onefootball-france
19 Jun,3:00PM,Football,Inter Turku - KTP,Veikkausliiga,onefootball-france
