date,time,sport,teams,comp,channel
13 Jun,11:15AM,Golf,"Golf Major, U.S. Open | Ronde 2",Featured Group 1,viaplay-nederland
13 Jun,11:50AM,Football,Denemarken - Saoedi-Arabië,"Maurice Revello Tournament, Halve finale",viaplay-nederland
13 Jun,3:00PM,Motorsport,Montreal,"F1 Academy, Training",viaplay-nederland
13 Jun,4:00PM,Golf,"Golf Major, Ronde 2",U.S. Open,viaplay-nederland
13 Jun,4:55PM,Darts,Sweden - France,PDC World Cup of Darts,viaplay-nederland
13 Jun,5:00PM,Golf,"Golf Major, U.S. Open | Ronde 2",Featured Group 1,viaplay-nederland
13 Jun,5:20PM,Motorsport,Grand Prix van Canada,"Formule 1, Vrije training 1",viaplay-nederland
13 Jun,10:25PM,Motorsport,Montreal,"F1 Academy, Kwalificatie",viaplay-nederland
14 Jun,10:55AM,Darts,"PDC Darts, Ronde 2",World Cup of Darts,viaplay-nederland
14 Jun,12:00PM,Golf,"Golf Major, U.S. Open | Ronde 3",Featured Group 2,viaplay-nederland
14 Jun,12:50PM,Football,Vaxjo DFF W - Norrkoping W,Damallsvenskan,viaplay-nederland
14 Jun,12:50PM,Football,Vittsjo W - Alingsas W,Damallsvenskan,viaplay-nederland
14 Jun,12:50PM,Football,Linkopings W - Rosengard W,Damallsvenskan,viaplay-nederland
14 Jun,12:50PM,Football,Kristianstads W - IF Brommapojkarna W,Damallsvenskan,viaplay-nederland
14 Jun,12:50PM,Football,Hacken W - AIK W,Damallsvenskan,viaplay-nederland
14 Jun,1:05PM,Motorsport,Montreal,"F1 Academy, Race  1",viaplay-nederland
14 Jun,2:00PM,Sailing / Boating,Dubrovnik GP,"E1 Series, Race off & finals",viaplay-nederland
14 Jun,3:55PM,Rugby Union,Leinster - Bulls,United Rugby Championship,viaplay-nederland
14 Jun,4:00PM,Golf,"Golf Major, Ronde 3",U.S. Open,viaplay-nederland
13 Jun,7:00AM,Squash,"Premier Padel, Kvartfinale",Italy Major,viaplay-kjop
13 Jun,10:00AM,Darts,Lithuania - France,PDC World Cup of Darts,viaplay-kjop
13 Jun,11:15AM,Golf,"Golf Major, U.S. Open | 2. runde",Featured Group 1,viaplay-kjop
13 Jun,11:50AM,Football,Danmark - Saudi-Arabia,"Maurice Revello Tournament, Semifinale",viaplay-kjop
13 Jun,1:30PM,Golf,"Ladies European Tour, 2. runde",Hulencourt Women’s Open,viaplay-kjop
13 Jun,3:00PM,Motorsport,Montreal,"F1 Academy, Trening",viaplay-kjop
13 Jun,3:30PM,Squash,"Premier Padel, Kvartfinale",Italy Major,viaplay-kjop
13 Jun,4:00PM,Golf,"Golf Major, 2. runde",U.S. Open,viaplay-kjop
13 Jun,5:00PM,Darts,Sweden - France,PDC World Cup of Darts,viaplay-kjop
13 Jun,5:00PM,Golf,"Golf Major, U.S. Open | 2. runde",Featured Group 1,viaplay-kjop
13 Jun,5:25PM,Motorsport,Canada Grand Prix,"Formel 1, Trening 1",viaplay-kjop
13 Jun,6:00PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,viaplay-kjop
13 Jun,7:00PM,Golf,"LPGA, 2. runde",Meijer LPGA Classic for Simply Give,viaplay-kjop
13 Jun,8:55PM,Motorsport,Canada Grand Prix,"Formel 1, Trening 2",viaplay-kjop
13 Jun,10:25PM,Motorsport,Montreal,"F1 Academy, Kvalifisering",viaplay-kjop
13 Jun,11:00PM,Baseball,Detroit Tigers - Cincinnati Reds,MLB,viaplay-kjop
14 Jun,2:00AM,Baseball,Los Angeles Dodgers - San Francisco Giants,MLB,viaplay-kjop
14 Jun,7:00AM,Golf,"The R&A, Kvartfinale",The Women's Amateur Championship,viaplay-kjop
14 Jun,11:00AM,Darts,"PDC Darts, 2. runde",World Cup of Darts,viaplay-kjop
14 Jun,11:00AM,Golf,"Ladies European Tour, 3. runde",Hulencourt Women’s Open,viaplay-kjop
13 Jun,10:00AM,Darts,Lithuania - France,PDC World Cup of Darts,viaplay-polska
13 Jun,11:15AM,Golf,"Golf Major, U.S. Open | 2 runda",Featured Group 1,viaplay-polska
13 Jun,4:00PM,Golf,"Golf Major, 2 runda",U.S. Open,viaplay-polska
13 Jun,5:00PM,Darts,Sweden - France,PDC World Cup of Darts,viaplay-polska
13 Jun,5:00PM,Golf,"Golf Major, U.S. Open | 2 runda",Featured Group 1,viaplay-polska
13 Jun,6:00PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,viaplay-polska
13 Jun,11:00PM,Baseball,Detroit Tigers - Cincinnati Reds,MLB,viaplay-polska
14 Jun,2:00AM,Baseball,Los Angeles Dodgers - San Francisco Giants,MLB,viaplay-polska
14 Jun,11:00AM,Darts,"PDC Dart, 2 runda",World Cup of Darts,viaplay-polska
14 Jun,12:00PM,Golf,"Golf Major, U.S. Open | 3 runda",Featured Group 2,viaplay-polska
14 Jun,12:50PM,Football,Vaxjo DFF W - Norrkoping W,Damallsvenskan,viaplay-polska
14 Jun,12:50PM,Football,Vittsjo W - Alingsas W,Damallsvenskan,viaplay-polska
14 Jun,12:50PM,Football,Linkopings W - Rosengard W,Damallsvenskan,viaplay-polska
14 Jun,12:50PM,Football,Kristianstads W - IF Brommapojkarna W,Damallsvenskan,viaplay-polska
14 Jun,12:50PM,Football,Hacken W - AIK W,Damallsvenskan,viaplay-polska
14 Jun,3:55PM,Rugby Union,Leinster - Bulls,United Rugby Championship,viaplay-polska
14 Jun,4:00PM,Golf,"Golf Major, 3 runda",U.S. Open,viaplay-polska
14 Jun,5:00PM,Darts,"PDC Dart, 2 runda",World Cup of Darts,viaplay-polska
14 Jun,5:00PM,Baseball,Detroit Tigers - Cincinnati Reds,MLB,viaplay-polska
14 Jun,6:00PM,Golf,"Golf Major, U.S. Open | 3 runda",Featured Group 2,viaplay-polska
13 Jun,7:00AM,Squash,"Premier Padel, Kvartsfinal",Italy Major,viaplay-kop
13 Jun,10:00AM,Darts,Lithuania - France,PDC World Cup of Darts,viaplay-kop
13 Jun,11:15AM,Golf,"Golf Major, U.S. Open | Andra rundan",Featured Group 1,viaplay-kop
13 Jun,11:50AM,Football,Danmark - Saudiarabien,"Maurice Revello Tournament, Semifinal",viaplay-kop
13 Jun,1:30PM,Golf,"Ladies European Tour, Andra rundan",Hulencourt Women’s Open,viaplay-kop
13 Jun,3:00PM,Motorsport,Montreal,"F1 Academy, Träning",viaplay-kop
13 Jun,3:30PM,Squash,"Premier Padel, Kvartsfinal",Italy Major,viaplay-kop
13 Jun,4:00PM,Golf,"Golf Major, U.S. Open | Andra rundan",Featured Group 2,viaplay-kop
13 Jun,4:00PM,Golf,"Golf Major, Andra rundan",U.S. Open,viaplay-kop
13 Jun,5:00PM,Darts,Sweden - France,PDC World Cup of Darts,viaplay-kop
13 Jun,5:20PM,Motorsport,Kanadas Grand Prix,"Formel 1, Träning 1",viaplay-kop
13 Jun,6:00PM,Baseball,Chicago Cubs - Pittsburgh Pirates,MLB,viaplay-kop
13 Jun,7:00PM,Golf,"LPGA, Andra rundan",Meijer LPGA Classic for Simply Give,viaplay-kop
13 Jun,8:50PM,Motorsport,Kanadas Grand Prix,"Formel 1, Träning 2",viaplay-kop
13 Jun,10:25PM,Motorsport,Montreal,"F1 Academy, Kval",viaplay-kop
13 Jun,11:00PM,Baseball,Detroit Tigers - Cincinnati Reds,MLB,viaplay-kop
14 Jun,2:00AM,Baseball,Los Angeles Dodgers - San Francisco Giants,MLB,viaplay-kop
14 Jun,7:00AM,Golf,"The R&A, Kvartsfinal",The Women's Amateur Championship,viaplay-kop
14 Jun,11:00AM,Darts,"PDC Dart, Andra rundan",World Cup of Darts,viaplay-kop
14 Jun,11:00AM,Golf,"Ladies European Tour, Tredje rundan",Hulencourt Women’s Open,viaplay-kop
14 Jun,4:00PM,Golf,US Open. 3e tour.,Golf : US Open,voo-sport-world-1
15 Jun,2:00AM,MMA,Kamaru Usman - Joaquin Buckley,UFC Fight Night,voo-sport-world-1
15 Jun,3:00PM,Golf,US Open. 4e tour. 1re partie.,Golf : US Open,voo-sport-world-1
17 Jun,4:00PM,Field Hockey,Belgium W - Spain W,FIH Pro League Women,voo-sport-world-1
17 Jun,6:30PM,Field Hockey,Belgium - Spain,FIH Pro League,voo-sport-world-1
18 Jun,4:00PM,Field Hockey,Belgium W - Spain W,FIH Pro League Women,voo-sport-world-1
18 Jun,6:30PM,Field Hockey,Belgium - Spain,FIH Pro League,voo-sport-world-1
19 Jun,6:00PM,Basketball,EuroBasket féminin. Groupe C.,Basket-ball : EuroBasket féminin,voo-sport-world-1
20 Jun,6:00PM,Basketball,Montenegro W - Belgium W,Eurobasket Women,voo-sport-world-1
21 Jun,1:00PM,Tennis,Tournoi ATP de Halle. 1re demi-finale.,Tennis : Tournoi ATP de Halle,voo-sport-world-1
21 Jun,3:00PM,Tennis,Tournoi ATP de Halle. 2e demi-finale.,Tennis : Tournoi ATP de Halle,voo-sport-world-1
21 Jun,7:00PM,MMA,Jamahal Hill - Khalil Rountree Jr. UFC. Poids lourds-légers.,MMA : UFC,voo-sport-world-1
14 Jun,10:00AM,Tennis,Tournoi ATP de Stuttgart. 1re demi-finale.,Tennis : Tournoi ATP de Stuttgart,voo-sport-world-2
15 Jun,12:00PM,Tennis,Tournoi ATP de Stuttgart. Finale.,Tennis : Tournoi ATP de Stuttgart,voo-sport-world-2
19 Jun,7:05PM,Golf,Open de Cromwell. 1er tour.,Golf : Open de Cromwell,voo-sport-world-2
20 Jun,7:05PM,Golf,Open de Cromwell. 2e tour. Circuit américain.,Golf : Open de Cromwell,voo-sport-world-2
14 Jun,4:00PM,Football,Spain U21 - Romania U21,Euro U21,voyo-ro
14 Jun,7:00PM,Football,France U21 - Georgia U21,Euro U21,voyo-ro
14 Jun,7:00PM,Football,Portugal U21 - Poland U21,Euro U21,voyo-ro
14 Jun,7:00PM,Football,Slovakia U21 - Italy U21,Euro U21,voyo-ro
15 Jun,12:00AM,Football,Al Ahly - Inter Miami CF,FIFA Club World Cup 2025,voyo-ro
15 Jun,4:00PM,Football,Bayern Munich - Auckland City,FIFA Club World Cup 2025,voyo-ro
15 Jun,4:00PM,Football,England U21 - Slovenia U21,Euro U21,voyo-ro
15 Jun,4:00PM,Football,Finland U21 - Ukraine U21,Euro U21,voyo-ro
15 Jun,7:00PM,Football,Netherlands U21 - Denmark U21,Euro U21,voyo-ro
15 Jun,7:00PM,Football,Atletico GO - Coritiba,Serie B,voyo-ro
15 Jun,10:00PM,Football,Palmeiras - FC Porto,FIFA Club World Cup 2025,voyo-ro
14 Jun,6:50PM,Football,France U21 - Georgia U21,Euro U21,w9
17 Jun,3:50PM,Football,France U21 - Poland U21,Euro U21,w9
13 Jun,5:00PM,Golf,2025 U.S. Open Golf Championship,Second Round,wbal-tv
14 Jun,4:00PM,Golf,2025 U.S. Open Golf Championship,Third Round,wbal-tv
15 Jun,4:00PM,Golf,2025 U.S. Open Golf Championship,Final Round,wbal-tv
14 Jun,1:00AM,Football,Boca Juniors - Bucaramanga,Copa Colombia,win-sports
15 Jun,7:30PM,Football,Orsomarso vs. Atl. Nacional,"Fecha 15, Estadio Francisco Rivera Escobar",win-sports
15 Jun,11:15PM,Football,Ind. Medellin - Deportes Tolima,Primera A,win-sports
16 Jun,4:00AM,Football,Junior FC vs. América de Cali,"Fecha 5 - Grupo A, Estadio Metropolitano Roberto Meléndez",win-sports
16 Jun,6:30PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,win-sports
16 Jun,7:00PM,Football,Chelsea - Los Angeles FC,FIFA Club World Cup 2025,win-sports
17 Jun,12:00AM,Football,Atletico Nacional - Millonarios,Primera A,win-sports
13 Jun,5:00PM,Golf,2025 U.S. Open Golf Championship,Second Round,wvtm-tv
14 Jun,4:00PM,Golf,2025 U.S. Open Golf Championship,Third Round,wvtm-tv
15 Jun,4:00PM,Golf,2025 U.S. Open Golf Championship,Final Round,wvtm-tv
13 Jun,5:00PM,Golf,2025 U.S. Open Golf Championship,Second Round,wwbt-tv
14 Jun,4:00PM,Golf,2025 U.S. Open Golf Championship,Third Round,wwbt-tv
15 Jun,4:00PM,Golf,2025 U.S. Open Golf Championship,Final Round,wwbt-tv
13 Jun,11:00PM,Baseball,Boston Red Sox - New York Yankees,MLB,yes
15 Jun,5:30PM,Baseball,Boston Red Sox - New York Yankees,MLB,yes
16 Jun,11:00PM,Baseball,New York Yankees - Los Angeles Angels,MLB,yes
17 Jun,11:00PM,Baseball,New York Yankees - Los Angeles Angels,MLB,yes
19 Jun,5:00PM,Baseball,New York Yankees - Los Angeles Angels,MLB,yes
20 Jun,11:00PM,Baseball,New York Yankees - Baltimore Orioles,MLB,yes
15 Jun,3:15PM,Football,Fußball: DFB-Pokal,Lili Engels,zdf
14 Jun,10:00AM,Tennis,ATP 250: Boss Open,"Verslag van de halve finale van de Boss Open, gespeeld in de ATP250 Tour 2025.",ziggo-select
14 Jun,12:00PM,Tennis,ATP 250: Boss Open,"Verslag van de halve finale van de Boss Open, gespeeld in de ATP250 Tour 2025.",ziggo-select
14 Jun,4:50PM,Football,Germany U19 - Netherlands U19,Euro U19,ziggo-select
14 Jun,6:50PM,Football,Portugal U21 - Poland U21,Euro U21,ziggo-select
15 Jun,2:50PM,Football,England U19 W - Netherlands U19 W,Euro U19 Women,ziggo-select
15 Jun,4:55PM,Football,UD Almeria - Real Oviedo / Racing Santander - CD Mirandes,"Verslag van de wedstrijd UD Almeria - Real Oviedo / Racing Santander - CD Mirandes, gespeeld in de play-offs van de Spaanse LaLiga.",ziggo-select
15 Jun,6:50PM,Football,Czech Republic U21 - Germany U21,Euro U21,ziggo-select
17 Jun,1:50PM,Football,Norway U19 - Netherlands U19,Euro U19,ziggo-select
17 Jun,3:50PM,Football,Georgia U21 - Portugal U21,Euro U21,ziggo-select
17 Jun,6:50PM,Football,Romania U21 - Slovakia U21,Euro U21,ziggo-select
18 Jun,2:50PM,Football,Nederland - Spanje,"Verslag van de vrouwen wedstrijd Nederland - Spanje, gespeeld op het EK onder 19 vrouwen van 2025 in Polen.",ziggo-select
18 Jun,5:00PM,Football,Denemarken U21 - Finland U21,"Verslag van de wedstrijd Denemarken U21 - Finland U21, gespeeld op het EK onder 21 van 2025 in Slowakije.",ziggo-select
18 Jun,6:50PM,Football,Slovenië U21 - Tsjechië U21,"Verslag van de wedstrijd Slovenië U21 - Tsjechië U21, gespeeld op het EK onder 21 van 2025 in Slowakije.",ziggo-select
20 Jun,4:50PM,Football,Nederland - Engeland,"Verslag van de wedstrijd Nederland - Engeland, gespeeld op het EK onder 19 van 2025 in Roemenië.",ziggo-select
14 Jun,7:00PM,Motorsport,Indycar: Bommarito Automotive Group 500,"Live verslag van de Bommarito Automotive Group 500, gereden in het Indycar seizoen van 2025.",ziggo-racing
14 Jun,8:30PM,Motorsport,Nascar Xfinity Series: The Chilango 150,"Live verslag van de Nascar Xfinity race, gereden in de Xfinity Cup Series van 2025.",ziggo-racing
15 Jun,4:00PM,Athletics,Atletiek: Diamond League Stockholm,"Verslag van de Diamond League meeting in Stockholm. Alle toppers uit de atletiekwereld komen een aantal keer per jaar samen, met als doel de overwining in de Diamond Race, het klassement wat opgemaakt wordt aan het eind van het seizoen.",ziggo-racing
15 Jun,7:00PM,Motorsport,Nascar Cup Series: NASCAR Cup Series Race at Mexico City,"Live veslag van de Nascar Cup Series race, gereden in de Nascar Cup Series van 2025.",ziggo-racing
17 Jun,4:00PM,Athletics,World Athletics Continental Tour Gold: Turku,"Verslag van de World Athletics Continental Tour Gold, gehouden in Turku, Finland.",ziggo-racing
18 Jun,3:50PM,Football,Denemarken U21 - Finland U21,"Verslag van de wedstrijd Denemarken U21 - Finland U21, gespeeld op het EK onder 21 van 2025 in Slowakije.",ziggo-racing
20 Jun,8:55AM,Motorsport,Formule E: Jakarta E-Prix Vrije Training,"Verslag van de eerste vrije training van de ePrix van Jakarta, gereden in de Formula E (100% Electrische race) op het Jakarta International ePrix Circuit in Jakarta, Indonesië.",ziggo-racing
20 Jun,6:50PM,6:50PM,"Verslag van de wedstrijd The Lions - Argentinië, gespeeld in de Lions tour 2025. De British & Irish Lions-tournee door Australië is een internationale rugbytournee waarbij geselecteerde spelers uit Engeland, Ierland, Schotland en Wales in aanmerking komen om The Lions te vertegenwoordigen","Verslag van de wedstrijd The Lions - Argentinië, gespeeld in de Lions tour 2025. De British & Irish Lions-tournee door Australië is een internationale rugbytournee waarbij geselecteerde spelers uit Engeland, Ierland, Schotland en Wales in aanmerking komen om The Lions te vertegenwoordigen",ziggo-racing
20 Jun,9:00PM,Motorsport,MillerTech Battery 200,"Live verslag van de Nascar Truck race, gereden in de Nascar Truck Series van 2025.",ziggo-racing
21 Jun,12:55AM,Motorsport,Formule E: Jakarta E-Prix Vrije Training,"Verslag van de tweede vrije training van de ePrix van Jakarta, gereden in de Formula E (100% Electrische race) op het Jakarta International ePrix Circuit in Jakarta, Indonesië.",ziggo-racing
21 Jun,2:20AM,Motorsport,Supercars Championship: Betr Darwin Triple Crown,"Verslag van de race gereden in de Supercars Championship in Darwin, Australië.",ziggo-racing
21 Jun,3:30AM,Motorsport,Formule E: Jakarta E-Prix Kwalificatie,"Verslag van de kwalificatie race van de ePrix van Jakarta, gereden in de Formula E (100% Electrische race) op het Jakarta International ePrix Circuit in Jakarta, Indonesië.",ziggo-racing
13 Jun,9:00AM,Tennis,Nuno Borges - Ugo Humbert,ATP Hertogenbosch,ziggo-sport-tennis
13 Jun,1:00PM,Tennis,Daniil Medvedev - Reilly Opelka,ATP Hertogenbosch,ziggo-sport-tennis
14 Jun,9:00AM,Tennis,ATP 250: Libéma Open,"Verslag van de halve finale van de Libéma Open, gespeeld in de WTA + ATP250 Tour 2025.",ziggo-sport-tennis
14 Jun,1:00PM,Tennis,ATP 250: Libéma Open,"Verslag van de halve finale van de Libéma Open, gespeeld in de WTA + ATP250 Tour 2025.",ziggo-sport-tennis
14 Jun,6:50PM,Football,France U21 - Georgia U21,Euro U21,ziggo-sport-tennis
15 Jun,10:00AM,Tennis,ATP 250: Libéma Open,"Verslag van de finale van de Libéma Open, gespeeld in de WTA + ATP250 Tour 2025.",ziggo-sport-tennis
15 Jun,3:50PM,Football,England U21 - Slovenia U21,Euro U21,ziggo-sport-tennis
15 Jun,6:00PM,Tennis,ATP 250: Boss Open,"Verslag van de finale van de Boss Open, gespeeld in de ATP250 Tour 2025.",ziggo-sport-tennis
16 Jun,12:00AM,Motorsport,Indycar: Bommarito Automotive Group 500,"Live verslag van de Bommarito Automotive Group 500 , gereden in het Indycar seizoen van 2025.",ziggo-sport-tennis
16 Jun,9:30AM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-tennis
16 Jun,1:30PM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-tennis
16 Jun,5:30PM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-sport-tennis
17 Jun,9:30AM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-tennis
17 Jun,1:30PM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-tennis
17 Jun,5:30PM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-sport-tennis
18 Jun,9:30AM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-tennis
18 Jun,1:30PM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-tennis
18 Jun,5:30PM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-sport-tennis
19 Jun,9:30AM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-tennis
19 Jun,1:30PM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-tennis
13 Jun,9:00AM,Tennis,Justin Engel - Felix Auger-Aliassime,ATP Stuttgart,ziggo-extra
13 Jun,1:00PM,Tennis,Alexander Zverev - Brandon Nakashima,ATP Stuttgart,ziggo-extra
14 Jun,12:55PM,Handball,Fuchse Berlin - Nantes,Champions League,ziggo-extra
14 Jun,3:55PM,Handball,Barcelona - SC Magdeburg,Champions League,ziggo-extra
14 Jun,10:30PM,Motorsport,Indycar: Bommarito Automotive Group 500,"Live verslag van de Bommarito Automotive Group 500, gereden in het Indycar seizoen van 2025.",ziggo-extra
15 Jun,12:55PM,Handball,EHF Champions League Final4 Heren: 3e/4e plaats,"Verslag van de heren handbal Final4 wedstrijd om de derde en vierde plaats, gespeeld in de EHF Champions League in de Lanxess Arena in Keulen, Duitsland.",ziggo-extra
15 Jun,3:55PM,Handball,EHF Champions League Final4 Heren: Finale,"Verslag van de heren handbal Final4 Finale, gespeeld in de EHF Champions League in Lanxess Arena in Keulen, Duitsland.",ziggo-extra
15 Jun,6:50PM,Football,Tsjechië U21 - Duitsland U21,"Verslag van de wedstrijd Tsjechië U21 - Duitsland U21, gespeeld op het EK onder 21 van 2025 in Slowakije.",ziggo-extra
16 Jun,11:00AM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
16 Jun,3:00PM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
17 Jun,11:00AM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
17 Jun,3:00PM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
18 Jun,11:00AM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
18 Jun,3:00PM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
19 Jun,11:00AM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
19 Jun,3:00PM,Tennis,ATP 500: Cinch Championships,"Verslag van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
20 Jun,11:00AM,Tennis,ATP 500: Cinch Championships,"Verslag van de kwart finale van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
20 Jun,3:00PM,Tennis,ATP 500: Cinch Championships,"Verslag van de kwart finale van de Cinch Championships, gespeeld in de ATP500 Tour  2025.",ziggo-extra
13 Jun,9:00AM,Tennis,Nuno Borges - Ugo Humbert,ATP Hertogenbosch,ziggo-sport-14
13 Jun,1:00PM,Tennis,Daniil Medvedev - Reilly Opelka,ATP Hertogenbosch,ziggo-sport-14
14 Jun,9:00AM,Tennis,ATP 250: Libéma Open,"Verslag van de halve finale van de Libéma Open, gespeeld in de WTA + ATP250 Tour 2025.",ziggo-sport-14
14 Jun,3:55PM,Football,Spain U21 - Romania U21,Euro U21,ziggo-sport-14
14 Jun,6:55PM,Football,Slovakia U21 - Italy U21,Euro U21,ziggo-sport-14
15 Jun,10:00AM,Tennis,ATP 250: Libéma Open,"Verslag van de finale van de Libéma Open, gespeeld in de WTA + ATP250 Tour 2025.",ziggo-sport-14
15 Jun,3:55PM,Football,Finland U21 - Ukraine U21,Euro U21,ziggo-sport-14
15 Jun,6:55PM,Football,Netherlands U21 - Denmark U21,Euro U21,ziggo-sport-14
16 Jun,12:00AM,Motorsport,Indycar: Bommarito Automotive Group 500,"Live verslag van de Bommarito Automotive Group 500 , gereden in het Indycar seizoen van 2025.",ziggo-sport-14
16 Jun,9:30AM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-14
16 Jun,1:30PM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-14
17 Jun,9:30AM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-14
17 Jun,3:55PM,Football,France U21 - Poland U21,Euro U21,ziggo-sport-14
17 Jun,6:55PM,Football,Spain U21 - Italy U21,Euro U21,ziggo-sport-14
18 Jun,9:30AM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-14
18 Jun,3:55PM,Football,Nederland U21 - Oekraïne U21,"Verslag van de wedstrijd Nederland U21 - Oekraïne U21, gespeeld op het EK onder 21 van 2025 in Slowakije.",ziggo-sport-14
18 Jun,6:55PM,Football,Engeland U21 - Duitsland U21,"Verslag van de wedstrijd Engeland U21 - Duitsland U21, gespeeld op het EK onder 21 van 2025 in Slowakije.",ziggo-sport-14
19 Jun,9:30AM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-14
19 Jun,1:30PM,Tennis,ATP 500: Terra Wortmann Open,"Verslag van de Terra Wortmann Open, gespeeld in de ATP500 Tour 2025.",ziggo-sport-14
19 Jun,7:00PM,Golf,PGA Tour: Travelers Championship,"Verslag van de eerste dag van de Travelers Championship, gespeeld in de USA PGA Tour.",ziggo-sport-14
13 Jun,11:00AM,Sailing / Boating,Dubrovnik: Qualifying Time Trials,Watch the Qualifying Time Trials of the E1 Series in Dubrovnik.,dazn-be
13 Jun,2:15PM,Sailing / Boating,Dubrovnik: Qualification Elimination Races,Watch the Qualification Elimination Races of the E1 Series in Dubrovnik.,dazn-be
13 Jun,5:00PM,Motorsport,Rally Poland: Stage 1,Watch the latest European Rally Championship action from Poland,dazn-be
13 Jun,6:00PM,Boxing,Andrew Tabiti - Jacob Dickson,Bantamweight,dazn-be
14 Jun,12:00AM,Boxing,LeAnna Cruz - Regina Chavez,Super lightweight,dazn-be
14 Jun,12:30AM,Basketball,Indiana Pacers - Oklahoma City Thunder,NBA,dazn-be
14 Jun,1:00AM,Boxing,Atlanta Attack vs. Nashville Smash,"Watch the biggest names and the best fights on DAZN, the global home of boxing.",dazn-be
14 Jun,8:00AM,Motorsport,Rally Poland: Stage 2,Watch the latest European Rally Championship action from Poland,dazn-be
14 Jun,10:30AM,Sailing / Boating,Dubrovnik: Group Stages,Watch the Group Stages of the E1 Series in Dubrovnik.,dazn-be
14 Jun,12:00PM,MMA,Mongkutpetch vs. Duangdawnoi,Mongkutpetch takes on Duangdawnoi in the Rajadamnern World Series Muay Thai.,dazn-be
14 Jun,12:40PM,Sailing / Boating,Dubrovnik: Race Off,Watch the Race Off of the E1 Series in Dubrovnik.,dazn-be
14 Jun,1:30PM,Motorsport,Rally Poland: Stage 5,Watch the latest European Rally Championship action from Poland,dazn-be
14 Jun,2:00PM,Sailing / Boating,Dubrovnik: Place Race & Finals,Watch the Place Race & Finals of the E1 Series in Dubrovnik.,dazn-be
14 Jun,3:00PM,Am. Football,Cologne Centurions - Panthers Wroclaw,European League of Football,dazn-be
14 Jun,3:37PM,Equestrian,Saint-Tropez: Grand Prix,Watch Global Champions Tour Equestrian Jumping action at Saint-Tropez | Grand Prix.,dazn-be
